x_metres,y_metres,z_metres
3.671663288087091637e+00,4.531544114180043742e-02,7.350519180297851562e+00
3.247064845694673796e+00,3.686679997158924527e-02,5.980083465576171875e+00
2.586422734621057984e+00,2.718926586094747369e-02,4.410311698913574219e+00
2.743836907530246005e+00,2.685359398856040566e-02,4.355863094329833984e+00
2.969847401115748298e+00,2.718926586094747369e-02,4.410311698913574219e+00
-1.132660931666691262e+01,8.339108582539442871e-01,1.680118751525878906e+01
-9.674860681521058936e+00,7.613968253030074518e-01,1.534021377563476562e+01
-4.932971956300201022e+00,4.169554291269721435e-01,8.400593757629394531e+00
-5.185076324692544425e+00,4.733007292424100676e-01,9.535808563232421875e+00
-3.837192134411827382e+00,3.806984126515037259e-01,7.670106887817382812e+00
-2.479597795519091541e+00,2.694173454664044454e-01,5.428075790405273438e+00
-1.893985320456135879e+00,2.274302254629463060e-01,4.582141876220703125e+00
-1.403224530195628317e+00,1.883024415570421495e-01,3.793816328048706055e+00
-1.046935414894796246e+00,1.592011554573268262e-01,3.207499265670776367e+00
-7.860307622321059950e-01,1.378907605626598365e-01,2.778148889541625977e+00
-5.826822132079674255e-01,1.207732862663589979e-01,2.433275222778320312e+00
-4.216581615224150315e-01,1.067812638169356315e-01,2.151371479034423828e+00
-3.006421820782840260e-01,9.783310991225444009e-02,1.971088886260986328e+00
-2.186248098798906359e-01,9.950072364003900716e-02,2.004687070846557617e+00
-1.192834037609570297e-01,9.026869755229809111e-02,1.818685173988342285e+00
-4.241301111664678991e-02,9.517460316287593147e-02,1.917526721954345703e+00
4.280109061425310668e-02,9.950072364003900716e-02,2.004687070846557617e+00
1.314366597150375959e-01,1.006444131110844492e-01,2.027729511260986328e+00
2.221335108120116864e-01,1.018146928564419712e-01,2.051307678222656250e+00
3.305181996081990037e-01,1.080995473721823724e-01,2.177931547164916992e+00
4.387320814241011946e-01,1.115422127896915777e-01,2.247292518615722656e+00
5.540652753234921457e-01,1.152113629691317032e-01,2.321216583251953125e+00
6.865855453680054232e-01,1.207732862663589979e-01,2.433275222778320312e+00
7.978603997830746586e-01,1.216119981897538782e-01,2.450173139572143555e+00
2.604577639014044710e+00,3.502425491063257401e-01,7.056498527526855469e+00
3.032622204899524831e+00,3.648359827355837082e-01,7.350519180297851562e+00
3.352142746493308234e+00,3.648359827355837082e-01,7.350519180297851562e+00
3.831300780928220018e+00,3.806984126515037259e-01,7.670106887817382812e+00
4.076102623550128534e+00,3.725984494462405983e-01,7.506913185119628906e+00
2.998750927765122753e+00,2.537989496567877867e-01,5.113404750823974609e+00
4.938906553701780666e+00,3.891583800067989207e-01,7.840553760528564453e+00
